"model_id","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-PyrenewHEW_COVID",0.000928602072092225,0.0014409367902981,0.47176913425345,0.927854454203262,1630
"CFA_Pyrenew-Pyrenew_E_COVID",0.000937114289336507,0.00146883131249315,0.453318745441284,0.920860685630926,2846
"CFA_Pyrenew-Pyrenew_HE_COVID",0.000981760985360024,0.00153195351360091,0.455201214882308,0.920652999240699,2736
"CMU-TimeSeries",0.00179102356845033,0.00277492600563071,0.411293399465853,0.878290728729493,5536
"CovidHub-baseline",0.00174961535570997,0.0027045683479874,0.569019607843137,0.958235294117647,5400
"CovidHub-ensemble",0.000732652474976382,0.0010945993413901,0.654195011337869,0.986394557823129,1188
"UGA_flucast-INFLAenza",0.00117926716663973,0.00181928188888207,0.468480725623583,0.90952380952381,4704
