"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_COVID",0,0.105392442542822,0.105363980977543,3.68640890048249e-05,3.67752073700417e-05,0.0926930362909745,0.0926824226721078,4.63465181454872e-05,4.62378799211181e-05,0.75,1,5
"CFA_Pyrenew-Pyrenew_E_COVID",1,0.205297626983154,0.205169500804163,0.00011443553086768,0.000114119510880898,0.158017110737241,0.157957885226875,0.000142215399663517,0.000141848216832939,1,1,5
"CFA_Pyrenew-Pyrenew_HE_COVID",0,0.109801229669194,0.109777527522409,3.84061912382356e-05,3.8315668236449e-05,0.0916610853901815,0.0916573329158784,4.58305426950908e-05,4.57264779131604e-05,0.75,1,5
"CFA_Pyrenew-Pyrenew_HE_COVID",1,0.208439439324895,0.208319310920349,0.000116186817370584,0.00011587150027707,0.152699877923775,0.152663550510075,0.000137429890131398,0.000137093836019243,1,1,5
"CMU-TimeSeries",0,0.663272735056125,0.663235265027298,0.000231999036644851,0.000231489112125538,0.867479551513911,0.867471374871838,0.000433739775756955,0.000432768545641418,0,1,5
"CMU-TimeSeries",1,0.762750109943981,0.762698723440648,0.000425166695950086,0.000424228771466435,0.89408519537261,0.894061224490578,0.000804676675835348,0.000802878503034592,0,1,5
"CMU-TimeSeries",2,0.914669959696409,0.914589763211489,0.000663226639503291,0.000661736828277267,0.962126858096428,0.962109118623292,0.00125076491552536,0.00124797733240856,0,1,5
"CMU-TimeSeries",3,1.0555368115728,1.05544605201835,0.000916644171378997,0.000914520876803171,0.984981369170738,0.984968816402178,0.00167446832759025,0.0016706883405717,0,1,5
"CovidHub-baseline",0,1,1,0.000349779245222887,0.000349030162194422,1,1,5e-04,0.000498885102353212,1,1,5
"CovidHub-baseline",1,1,1,0.000557412828142774,0.0005562206391964,1,1,9e-04,0.000898012888873532,1,1,5
"CovidHub-baseline",2,1,1,0.000725099400578789,0.000723534042141086,1,1,0.0013,0.00129712660263976,1,1,5
"CovidHub-baseline",3,1,1,0.000868415162151619,0.000866478087680857,1,1,0.0017,0.00169618399359511,1,1,5
"CovidHub-ensemble",0,0.384838262028695,0.384828276714665,0.000134608436825285,0.00013431667583872,0.389241898794337,0.389269865822619,0.000194620949397168,0.000194200936853938,0.75,1,5
"CovidHub-ensemble",1,0.335123891372579,0.335020290066867,0.000186802356068201,0.000186345199884756,0.272356472564933,0.27231016598503,0.00024512082530844,0.000244538038825848,1,1,5
"CovidHub-ensemble",2,0.537330000286551,0.537188591330855,0.000389617661120778,0.000388674232877689,0.588509773588497,0.588361563583277,0.000765062705665045,0.000763179436094592,0,1,5
"CovidHub-ensemble",3,0.59330755289392,0.593112012036213,0.000515237274752154,0.000513918561969684,0.595294345335039,0.595090001874326,0.00101200038706957,0.00100938213592772,0,1,5
"UGA_flucast-INFLAenza",0,0.461815246576947,0.46173456582157,0.000161533388380106,0.000161159290399474,0.389241898794337,0.389269865822619,0.000194620949397168,0.000194200936853938,1,1,5
"UGA_flucast-INFLAenza",1,0.3498766922753,0.349753685267677,0.000195025756542414,0.000194540218380884,0.272356472564933,0.27231016598503,0.00024512082530844,0.000244538038825848,1,1,5
"UGA_flucast-INFLAenza",2,0.30397472634007,0.303813746875141,0.000220411891860286,0.000219819588334599,0.214892689080565,0.214797070631149,0.000279360495804734,0.000278618994484755,1,1,5
"UGA_flucast-INFLAenza",3,0.299914442882304,0.29971597721465,0.000260450249547248,0.000259697326784349,0.205607321499339,0.205468846243538,0.000349532446548877,0.000348512968180745,1,1,5
