"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid","US",0.464042029419998,0.323775206642987,400.867869565217,0.112798330520921,0.494647370793477,0.472571495632628,693.2,0.191021676174859,0.5,1,20
"CFA-PyRenew_H","US",0.285954209469932,0.194275678848814,115.530947826087,0.0274341079326501,0.57273989612603,0.540930789869887,209,0.049019075696128,1,1,6
"CFA-PyRenew_HE","US",0.357166698659631,0.224324327072087,144.30215,0.0316773454983209,0.728941685978584,0.652197488849625,266,0.0591020490485192,0,1,6
"CFA_Pyrenew-Pyrenew_HE_COVID","US",0.477117543148902,0.259844353562368,410.828353532609,0.0889165919927484,0.601094638062357,0.460209196842541,700.5,0.152966640278787,0,1,9
"CFA_Pyrenew-Pyrenew_H_COVID","US",0.392907227168707,0.264390177444167,336.357092391304,0.0904746169868878,0.461492846530211,0.430521020674557,532.5,0.142629599932167,0.375,0.875,9
"CMU-TimeSeries","US",0.411858505280243,0.26646231026141,284.137339843382,0.0724541727865606,0.314140137423899,0.282616536720446,329.099821956279,0.0835663225445177,0.9,1,20
"CovidHub-baseline","US",1,1,707.178713809545,0.266179539047955,1,1,1101.9,0.317110925344335,0.3,1,20
"CovidHub-ensemble","US",0.385255803904816,0.261609748900617,308.219130363126,0.0829632708682296,0.34121280945732,0.321210391181161,444.560851462177,0.119818570777529,0.5,1,20
"NEU_ISI-AdaptiveEnsemble","US",1.88683278187117,1.37458795283155,897.465942028986,0.236443569608621,2.18867702691782,2.30160118346826,1124.33333333333,0.301517696860831,0,0,8
"OHT_JHU-nbxd","US",1.01083119522357,0.717567360399019,766.921280434783,0.212399798886119,1.21413895292919,1.20742503938214,1121.814,0.315016308320372,0,0.1,20
"UGA_flucast-INFLAenza","US",0.63446853425441,0.446960977863515,588.040235869565,0.163445515044418,0.831856905278935,0.804583627489253,947.875,0.263715122544822,0,0.75,16
"UMass-ar6_pooled","US",0.377923575112115,0.253226020888514,282.686815145588,0.0750871936934067,0.34800601773629,0.325153017176911,382.650206442496,0.102094781250116,0.8,1,20
"UMass-gbqr","US",0.356454971135121,0.238082443812997,274.343494536114,0.0730459077089298,0.478921018085122,0.432804850365033,433.403418946669,0.111748579032128,0.5,1,16
"ZJU_LeiLab-MPUDE_ens","US",0.380831967869193,0.245521006423099,153.863369565217,0.0346705765222722,0.138389305044806,0.126820067786241,50.5,0.011492417549567,1,1,8
