"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid",0,0.880489577078851,0.609791494698337,354.501373517787,0.0864274988060834,1.03836669151006,1.00784200861735,558.181818181818,0.12900373392039,0.613636363636364,0.931818181818182,45
"CEPH-Rtrend_covid",1,0.969417170759178,0.625910469019109,596.435328614762,0.140939102523148,1.08166253768161,1.00509222864344,966.976744186047,0.215909285737216,0.651162790697674,1,45
"CEPH-Rtrend_covid",2,1.05487045215924,0.650878004561601,866.681180124224,0.202560305902272,1.16127720778953,1.04958028734633,1408.90476190476,0.314404566289394,0.595238095238095,0.952380952380952,45
"CEPH-Rtrend_covid",3,1.09457354207059,0.675971023111877,1112.46710498409,0.268810299549157,1.18589128346074,1.08396274830835,1803.78048780488,0.425836795565142,0.560975609756098,0.926829268292683,45
"CFA-EpiAutoGP",0,0.983604195466147,0.605532519813841,454.012000246904,0.0838433990234904,1.09107767576945,0.968866278370252,676.192690909091,0.124448091041469,0.424242424242424,0.848484848484849,33
"CFA-EpiAutoGP",1,1.12653545300978,0.659113174302045,827.950212998024,0.151533862572894,1.10219994746734,0.970642330114853,1178.92180606061,0.218311759343195,0.333333333333333,0.757575757575758,33
"CFA-EpiAutoGP",2,1.1990290455189,0.679964110566507,1157.87166756851,0.215296315676007,1.15379739200058,1.01917334173068,1650.36223333333,0.319409542704508,0.303030303030303,0.696969696969697,33
"CFA-EpiAutoGP",3,1.24747116317374,0.689530846667684,1448.53568556825,0.275249522520582,1.23480419055111,1.04351172780289,2135.18641969697,0.414703201631615,0.303030303030303,0.727272727272727,33
"CFA_Pyrenew-Pyrenew_HE_COVID",0,0.832154773240178,0.607895811056787,341.746467294686,0.0859189453318169,0.970109906371266,1.04725025935003,533.744444444444,0.136769048507025,0.311111111111111,0.866666666666667,46
"CFA_Pyrenew-Pyrenew_HE_COVID",1,0.853665717038576,0.532528651912761,531.840750494071,0.117830752779224,0.873234813889664,0.842509543760333,790.147727272727,0.181648876049312,0.363636363636364,0.863636363636364,46
"CFA_Pyrenew-Pyrenew_H_COVID",0,1.13340199505256,0.856915053963451,462.477094202899,0.124115740060417,1.25702233051093,1.42391356597081,687.711111111111,0.190999881565192,0.133333333333333,0.755555555555556,46
"CFA_Pyrenew-Pyrenew_H_COVID",1,1.01338724952146,0.773447264934401,649.927642934783,0.187724640929426,1.09228307467656,1.27265950654101,1022.64772727273,0.301276815606778,0.227272727272727,0.818181818181818,46
"CMU-TimeSeries",0,0.788729024692816,0.620614411423333,426.889850002289,0.105303570692438,0.826003035413029,0.848424911321106,617.509322170599,0.135168686967901,0.8125,1,49
"CMU-TimeSeries",1,0.805809797601932,0.560792328892416,638.723193928898,0.150820356030939,0.858157122253737,0.846187076445727,987.433490637894,0.219166923866971,0.659574468085106,1,49
"CMU-TimeSeries",2,0.931321928328624,0.579701448356496,931.894439751239,0.208905687319508,0.962052341878742,0.893845157445467,1417.0855856495,0.313420249022732,0.521739130434783,1,49
"CMU-TimeSeries",3,1.04997626579417,0.612014220672203,1253.22679992453,0.269678322411768,1.06779736264631,0.921440012755302,1891.07648578521,0.402776540084667,0.511111111111111,0.977777777777778,49
"CMU-climate_baseline",0,2.13681998995912,1.97186390533553,1567.12114652174,0.203736195506464,1.00549924709187,1.0093730382578,1045.7,0.110108967563539,1,1,5
"CMU-climate_baseline",1,1.26203191996418,1.08845839382959,1516.17887297101,0.206395847765514,0.610320320397618,0.630070912971818,1025.3,0.119788872090981,1,1,5
"CMU-climate_baseline",2,0.861605294129118,0.69620929497996,1488.00464028985,0.21438079440297,0.601305221512136,0.634190402532682,1414.3,0.190642359415035,1,1,5
"CMU-climate_baseline",3,0.707208305758063,0.543335212288391,1542.9023634058,0.234886266206806,0.692484697325974,0.720200410749497,2092.4,0.309337556726514,1,1,5
"CovidHub-baseline",0,1,1,408.666004480759,0.157146323233161,1,1,541.311111111111,0.130879647815698,0.688888888888889,0.955555555555556,46
"CovidHub-baseline",1,1,1,623.059988889565,0.254277891960216,1,1,894.818181818182,0.219255123557416,0.636363636363636,0.954545454545455,46
"CovidHub-baseline",2,1,1,828.947264001457,0.360504500554033,1,1,1210.93023255814,0.30580775502651,0.604651162790698,0.930232558139535,46
"CovidHub-baseline",3,1,1,1021.61186804953,0.452903944066047,1,1,1517.30952380952,0.395690133036873,0.595238095238095,0.904761904761905,46
"CovidHub-ensemble",0,0.761339498255567,0.510659181044023,304.613675361229,0.071658557898498,0.855094292444514,0.773953157648138,452.128777889767,0.0962065925618645,0.733333333333333,0.977777777777778,46
"CovidHub-ensemble",1,0.821921209391044,0.496571731662445,499.461983462786,0.109124593559946,0.896488636027617,0.765834501112681,785.211542898189,0.157361250268976,0.704545454545455,0.977272727272727,46
"CovidHub-ensemble",2,0.880537958670441,0.517893891164389,714.306574220518,0.156743912253357,0.941326691201902,0.834432776461648,1119.27750541577,0.241810154478212,0.581395348837209,0.953488372093023,46
"CovidHub-ensemble",3,0.892803069987266,0.521279434268318,900.535491766345,0.200308826860556,0.905096119702837,0.812335757481633,1361.64000510136,0.307467714844935,0.523809523809524,0.928571428571429,46
"NEU_ISI-AdaptiveEnsemble",0,0.97127512891093,0.700514746948676,761.413664596273,0.095768136939664,1.10730910620619,1.03467435774741,1199,0.144601011983932,0.5,1,14
"NEU_ISI-AdaptiveEnsemble",1,0.876391192328749,0.606514277877933,1073.22229813665,0.136718272560264,0.933457550924726,0.882161823839647,1685.28571428571,0.211015937966215,0.214285714285714,0.857142857142857,14
"NEU_ISI-AdaptiveEnsemble",2,0.802411936220817,0.547530811058572,1272.21136645963,0.167871522050204,0.870481735143014,0.831518893194504,2049.42857142857,0.268043471617417,0.0714285714285714,0.857142857142857,14
"NEU_ISI-AdaptiveEnsemble",3,0.704018953619132,0.470967339912962,1280.03841614907,0.177253240711787,0.764696605865586,0.739847141829416,2050.35714285714,0.284759627878573,0.214285714285714,0.785714285714286,14
"OHT_JHU-nbxd",0,1.00093260592805,0.665331155166801,410.304663188406,0.0959334222049644,1.15786186687715,1.10015026640119,645.824222222222,0.146815139899958,0.6,0.933333333333333,46
"OHT_JHU-nbxd",1,0.886425888145591,0.5636786491006,561.331272924901,0.13362857846736,0.963321331085071,0.932451507739802,889.153863636364,0.213520402511237,0.5,0.931818181818182,46
