"model_id","target_end_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble",2025-11-29,0.48613929514928,13.3407251840661,Inf,24.709279585922,0,1,1
"CADPH-CovidCAT_Ensemble",2025-12-06,0.885845529662931,32.5783906722864,0.693281676422033,36.719383780922,0.5,0.5,2
"CADPH-CovidCAT_Ensemble",2025-12-13,1.21589439910324,54.931084363733,1.11221330398638,72.187878092608,0.333333333333333,0.333333333333333,3
"CADPH-CovidCAT_Ensemble",2025-12-20,0.970527510321421,56.5828341833435,0.909155169509515,80.637572605948,0.25,0.5,4
"CADPH-CovidCAT_Ensemble",2025-12-27,1.0416772084809,67.5193482864476,1.16942024568917,97.9001736853185,0.25,0.5,4
"CADPH-CovidCAT_Ensemble",2026-01-03,0.394067649812483,30.4732216319255,0.384793290460326,43.7697420511343,0.75,1,4
"CADPH-CovidCAT_Ensemble",2026-01-10,0.477543900498251,27.0384293280925,0.437531397428337,34.3919536994465,0.75,1,4
"CADPH-CovidCAT_Ensemble",2026-01-17,1.08049202663347,42.6036204204877,1.46483173725594,64.9662654229872,0.25,1,4
"CADPH-CovidCAT_Ensemble",2026-01-24,1.13116188015938,53.1209420125434,1.36429093415355,88.0985508076032,0.25,1,4
"CADPH-CovidCAT_Ensemble",2026-01-31,1.05616536874665,54.473740580619,1.08084598302161,85.7747687680697,0.5,0.75,4
"CADPH-CovidCAT_Ensemble",2026-02-07,1.17052443354735,42.7932712770295,1.07959393587945,58.0662197117015,0.5,0.75,4
"CADPH-CovidCAT_Ensemble",2026-02-14,1.49162950391175,68.5327842130587,1.46112029114826,102.168772808708,0,0.5,4
"CADPH-CovidCAT_Ensemble",2026-02-21,1.21439804511723,34.0432715320295,1.79742359663641,59.0636918488877,0.25,1,4
"CADPH-CovidCAT_Ensemble",2026-02-28,1.07050962677729,31.4119119087255,1.56939078660818,53.5950073035085,0.25,1,4
"CADPH-CovidCAT_Ensemble",2026-03-07,0.552223102281909,19.3752919478854,0.689439348183908,31.6067763677397,0.5,1,4
"CADPH-CovidCAT_Ensemble",2026-03-14,0.501101557192997,22.9346259031991,0.558165483610352,36.860731775992,0.5,1,4
"CADPH-CovidCAT_Ensemble",2026-03-21,0.786675167745371,28.0940286907934,0.932432143955926,47.1514797912993,0.25,0.75,4
"CADPH-CovidCAT_Ensemble",2026-03-28,0.499670764184371,15.4118189031029,0.637932670471673,26.3268230975455,0.5,1,4
"CADPH-CovidCAT_Ensemble",2026-04-04,0.757263303130727,22.5031402866862,0.700132296585213,33.9570063607297,0.25,0.75,4
"CADPH-CovidCAT_Ensemble",2026-04-11,0.870738190921262,24.4539734995303,0.927321518856648,36.6709976455269,0.5,0.75,4
"CADPH-CovidCAT_Ensemble",2026-04-18,0.94164363655521,28.6259881365778,1.06207576703027,42.1109340726477,0.25,0.5,4
"CADPH-CovidCAT_Ensemble",2026-04-25,1.30624592926022,31.0905607713074,1.75153318127579,45.3158210753104,0.25,0.5,4
"CADPH-CovidCAT_Ensemble",2026-05-02,1.03527565374371,31.9256962591122,1.49463268393868,48.9987934811899,0,0.75,4
"CADPH-CovidCAT_Ensemble",2026-05-09,1.06959090142182,24.1758620719713,1.67326144161324,35.5128613347129,0.5,0.75,4
"CEPH-Rtrend_covid",2025-05-17,1.13281214725618,11.555643812709,1.20692346962948,17.5769230769231,0.211538461538462,0.673076923076923,52
"CEPH-Rtrend_covid",2025-05-24,1.04730839979467,13.7998620401338,1.19525749257094,20.3557692307692,0.307692307692308,0.807692307692308,104
"CEPH-Rtrend_covid",2025-05-31,1.29038552408955,19.9690217391304,1.43924274397004,28.1794871794872,0.301282051282051,0.717948717948718,156
"CEPH-Rtrend_covid",2025-06-07,1.28909652899566,20.4701233277592,1.60591856919587,28.8269230769231,0.331730769230769,0.769230769230769,208
"CEPH-Rtrend_covid",2025-06-14,1.13859130216375,19.0860827759197,1.39186432270869,26.9326923076923,0.403846153846154,0.807692307692308,208
