"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid",1.02215536064258,0.644203767997957,701.292716112532,0.178544857020197,1.13954698824795,1.03953465188081,1141.48823529412,0.28041086739062,0.576470588235294,0.952941176470588,180
"CFA-EpiAutoGP",1.16227841389781,0.651403220042715,961.481762695547,0.186175874260844,1.21018449607811,1.01369859034757,1448.47741895161,0.281309644813795,0.298387096774194,0.741935483870968,124
"CFA_Pyrenew-Pyrenew_HE_COVID",0.811776949644589,0.521593988404732,401.200748888889,0.101152837014477,0.894620300902483,0.8903593178418,607.522222222222,0.157870727289257,0.366666666666667,0.866666666666667,96
"CFA_Pyrenew-Pyrenew_H_COVID",0.983305873808948,0.713347914010593,527.58432968599,0.157208017800162,1.08766289315315,1.22467158721007,811.672222222222,0.249341594756613,0.188888888888889,0.8,96
"CMU-TimeSeries",0.898739011563339,0.585455895936483,777.528330465593,0.185138782753361,0.934476246699137,0.869159039479273,1182.17288163176,0.271451501417423,0.623655913978495,0.994623655913978,196
"CMU-climate_baseline",0.959129878349254,0.755506350447574,1471.03119441425,0.215399634858665,0.728568115924327,0.759119192344102,1707.58333333333,0.240497130359898,1,1,12
"CovidHub-baseline",1,1,703.350241519709,0.315877685993257,1,1,1023.90804597701,0.27800971582619,0.597701149425287,0.936781609195402,184
"CovidHub-ensemble",0.851731581200109,0.505042142557453,581.534947993409,0.135787753466721,0.918096507656435,0.792673866619756,912.559365658064,0.206673015591256,0.609195402298851,0.959770114942529,184
"NEU_ISI-AdaptiveEnsemble",0.780642344607025,0.516873279443935,1086.82265398551,0.144587744661403,0.845851233822699,0.799187389783851,1719.27083333333,0.230801288938399,0.229166666666667,0.854166666666667,52
"OHT_JHU-nbxd",0.820837430367159,0.509075423854364,569.216160094953,0.144312096491854,0.896952677716447,0.844213831795662,914.795977011494,0.232922739582852,0.471264367816092,0.948275862068966,184
"UGA_flucast-INFLAenza",0.701632397509325,0.421701487521267,448.080120897616,0.109855792252845,0.72351538111843,0.650952485568658,690.106451612903,0.169890998764615,0.470967741935484,0.825806451612903,160
"UM-DeepOutbreak",1.25562432495888,1.55268082388339,1007.59282173972,0.459012929901826,1.26467975672787,1.36614318566381,1491.80986470371,0.383371719954186,0.74,0.91,100
"UMass-ar6_pooled",1.03432216634991,0.635369351953202,716.218071707848,0.177618425110617,1.07737597821944,0.975921725034057,1095.42307137038,0.266574921519481,0.539393939393939,0.842424242424242,174
"UMass-gbqr",1.01346571843353,0.63665348094676,688.44845935838,0.178026807738834,1.07234090927984,1.03537144218062,1082.59682820467,0.287093160174074,0.393939393939394,0.884848484848485,174
