"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_COVID",0.426662603511883,0.426086230605872,0.000370191159448475,0.000367053004389948,0.47751687016962,0.47722872025057,0.000531931370528131,0.00052744812204338,0.476190476190476,0.895238095238095,108
"CFA_Pyrenew-Pyrenew_HE_COVID",0.426573347788661,0.426045000980685,0.000368824745458747,0.000365709438200738,0.475268100107693,0.475064551170365,0.000529348006747425,0.000524925461683135,0.466019417475728,0.893203883495146,106
"CMU-TimeSeries",0.957442802193098,0.955734649145443,0.00132314683748936,0.00131211736175811,0.950834588052274,0.951130387431534,0.00174067168836038,0.00172828449155617,0.420792079207921,0.935643564356436,212
"CovidHub-baseline",1,1,0.00108966262040886,0.00108185120497662,1,1,0.00162171717171717,0.0016095184480183,0.707070707070707,0.984848484848485,208
"CovidHub-ensemble",0.489188038088736,0.488748339631258,0.000241392714128625,0.000240493023403909,0.474871398344735,0.474829231330668,0.000300540386054982,0.000299606602649674,0.780701754385965,1,124
"UGA_flucast-INFLAenza",0.42616061213575,0.425990540699897,0.000458385367254214,0.000454764910183704,0.40201501716467,0.401746862904053,0.00065004091340519,0.000644409844044245,0.831460674157303,0.99438202247191,188
