"model_id","location","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid","US",1.03569139900264,885.245270531401,1.18453984001872,1435.57222222222,0.427777777777778,0.95,180
"CFA-EpiAutoGP","US",1.21879209290124,1027.59353369513,1.15905020122326,1489.51437782258,0.32258064516129,0.75,124
"CFA_Pyrenew-Pyrenew_HE_COVID","US",0.586352581112872,447.874026465028,0.567036640749447,667.923913043478,0.41304347826087,0.847826086956522,92
"CFA_Pyrenew-Pyrenew_H_COVID","US",1.17139973070657,720.049790453686,1.16989270908127,1085.76086956522,0.141304347826087,0.619565217391304,92
"CMU-TimeSeries","US",0.891307590780714,814.597787260527,0.988225952701329,1286.41562120719,0.608695652173913,0.994565217391304,184
"CMU-climate_baseline","US",1.20001811064363,1204.09679878432,1.31121556724357,1698.04934210526,0.618421052631579,1,76
"CovidHub-baseline","US",1,932.943213546724,1,1391.73369565217,0.489130434782609,0.929347826086957,184
"CovidHub-ensemble","US",0.807591390317802,736.004574232986,0.943541060630848,1210.63292316401,0.423913043478261,0.96195652173913,184
"Google_SAI-Ensemble","US",2.15106650549651,1117.35851034383,1.79768158922975,1303.68762581231,0,0.333333333333333,12
"JHU_CSSE-CSSE_Ensemble","US",0.550104069841587,268.22802942029,0.184548245313632,115.083333333333,1,1,4
"MOBS-GLEAM_COVID","US",2.47360174799847,1417.82200860054,2.34634952743081,1916.5464375,0,0.21875,32
"NEU_ISI-AdaptiveEnsemble","US",1.07072472387957,1091.57432769726,1.15403640166603,1743.12037037037,0.166666666666667,0.768518518518518,108
"OHT_JHU-nbxd","US",0.807763150083357,643.37441536906,0.888158716717204,1008.72372093023,0.563953488372093,0.953488372093023,172
"UGA_flucast-INFLAenza","US",0.626499815942077,576.608675219979,0.682789969780252,916.869047619048,0.386904761904762,0.845238095238095,168
"UM-DeepOutbreak","US",1.31428264979407,984.880930750333,1.23287458745531,1456.54583193776,0.731481481481482,0.907407407407407,108
"UMass-ar6_pooled","US",0.856807333236385,776.42940637416,0.866008243741644,1207.17844995808,0.477987421383648,0.849056603773585,159
"UMass-gbqr","US",0.987916631418218,846.713049799762,1.07933888418279,1320.92950250793,0.226415094339623,0.867924528301887,159
