"model_id","reference_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid",2026-07-18,0.861509605679384,0.4534332632342,297.161630434783,0.240926773757643,1.01074024144602,1.01563135816028,584.25,0.442680035493344,0.5,1,4
"CEPH-Rtrend_covid",2026-07-25,0.591707476195493,0.335020674076045,186.220579710145,0.123882504756382,0.614372519157764,0.571537118268351,312.333333333333,0.2000525639744,0.666666666666667,1,4
"CEPH-Rtrend_covid",2026-08-01,0.569266461271575,0.357765554460718,158.606956521739,0.0981503326064075,0.585698070374574,0.552932895978055,258,0.15533989589512,0.5,1,4
"CEPH-Rtrend_covid",2026-08-08,0.61483400225709,0.431550304647179,90.2121739130435,0.047905573373314,0.826086956521739,0.788306010827241,76,0.0413102215999253,1,1,4
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-07-18,0.335583064306126,0.129874696960956,80.6955434782609,0.0522918599674939,0.342131088391186,0.276490357193341,123.75,0.0832959945819773,1,1,2
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-07-25,0.573844544760993,0.248184046468893,159.611404347826,0.083968905553985,0.627871117233476,0.475691575485377,287.5,0.155460684819972,0,1,2
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-08-01,0.75566562828773,0.371874788390556,210.540816304348,0.10202109653482,0.815550510783201,0.632688892637364,359.25,0.17774639098374,0.5,1,2
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-08-08,2.15630628741907,1.38641721781781,316.386336956522,0.153903521881411,5.69565217391304,4.87088627331955,524,0.255252894910327,0,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-07-18,0.601748033911633,0.284941493712052,144.698555434783,0.114726894743774,0.765129524947561,0.708811699016299,276.75,0.213537918791208,0,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-07-25,0.580727303254918,0.322199939395265,161.525802173913,0.109010940330412,0.686290429880417,0.632370797663247,314.25,0.206664995411301,0,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-08-01,0.549571541259005,0.341808420549445,153.119629347826,0.0937726109914878,0.580022701475596,0.548044485323887,255.5,0.15396655528248,0.5,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-08-08,0.57385894655213,0.394157442283654,84.2000652173913,0.0437546632886632,1.28260869565217,1.21037101441381,118,0.0634280268535443,1,1,2
"CMU-TimeSeries",2026-07-18,0.890019458765292,0.476306014994027,310.340709255333,0.25442854941724,0.996436826329937,0.999531927754574,579.721595363742,0.438885036246311,0.25,1,4
"CMU-TimeSeries",2026-07-25,0.755632603028345,0.478958048254208,236.084508408983,0.176202765518969,0.871350773267159,0.848819279698049,450.820826733731,0.303076293979526,0.333333333333333,1,4
"CMU-TimeSeries",2026-08-01,0.630019852954442,0.430566918884765,175.533846139773,0.118122848247807,0.536948452670733,0.503789762528712,236.525793401458,0.141533719251429,1,1,4
