"model_id","reference_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA-EpiAutoGP",2026-09-19,0.191356947209864,0.191476960091566,9.13365012740674e-05,9.08688780165806e-05,0.0777465772451666,0.0777799172586241,6.21972617961333e-05,6.18774235169491e-05,1,1,3
"CFA-PyRenew_E",2026-09-19,0.125567539861838,0.125649087666403,5.99345878568715e-05,5.96290624970912e-05,0.121949541452278,0.122003983132574,9.75596331618221e-05,9.70596575713368e-05,1,1,3
"CFA-PyRenew_HE",2026-09-19,0.130825116363778,0.13091022823325,6.24440794111093e-05,6.21258325532287e-05,0.123609956413965,0.123665221066059,9.88879651311718e-05,9.83812470869297e-05,1,1,3
"CFA_Pyrenew-Pyrenew_E_COVID",2026-08-29,1.81343442641617,1.80911930036789,0.00124243318416493,0.00123288413908341,1.90887054598525,1.90497288845321,0.00190857885073956,0.00189389556338042,0,0.333333333333333,3
"CFA_Pyrenew-Pyrenew_E_COVID",2026-09-05,1.09854081079535,1.09813443251963,0.000538530517855967,0.000535086630988842,2.25488693215657,2.25381087216781,0.000977117670601181,0.000970993588389607,0,1,3
"CFA_Pyrenew-Pyrenew_E_COVID",2026-09-12,0.545308154438786,0.545475075988771,0.000249389032125557,0.000247960382426621,0.87534503547185,0.875389707733107,0.000437672517735925,0.000435214169164562,0.5,1,3
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-08-29,1.04632078643431,1.04431563359166,0.000716862792175315,0.000711683403405275,1.1780603013565,1.17631838727283,0.00117788028150666,0.00116947815282964,0.333333333333333,1,3
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-09-05,0.922239246516609,0.922053500027346,0.000452103348490171,0.000449287888905428,1.87094402364043,1.87028907859272,0.000810742410244188,0.000805763574120085,0.333333333333333,1,3
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-09-12,0.577725735454148,0.577917369212719,0.000264214757887156,0.00026270790030363,0.917380483783008,0.917411087272456,0.000458690241891504,0.000456105778492167,0.5,1,3
"CMU-TimeSeries",2026-08-29,0.782898605892227,0.781786808746486,0.00069369326120346,0.000689000109983435,0.716117674292385,0.715582302495715,0.000984714971895392,0.000978463634386469,0.5,1,4
"CMU-TimeSeries",2026-09-05,2.48968127987912,2.48685202146629,0.00122050026341659,0.00121176536362765,4.72321748277632,4.71735004285207,0.00204672757586974,0.00203234295404435,0.333333333333333,1,4
"CMU-TimeSeries",2026-09-12,0.992043284766979,0.991906235448864,0.000453697074948964,0.000450897685888611,1.32114595827736,1.32095820657837,0.000660572979138679,0.000656735763852953,0.5,1,4
"CMU-TimeSeries",2026-09-19,0.889307437203965,0.889318990983715,0.000424474946196417,0.000422042520786223,0.977648307859919,0.977656997820178,0.000782118646287936,0.000777770126796073,0,1,4
"CovidHub-baseline",2026-08-29,1,1,0.000755003578773288,0.000751013534925496,1,1,0.001025,0.00101926615985371,0.75,1,4
"CovidHub-baseline",2026-09-05,1,1,0.000490223496991492,0.000487268785262572,1,1,0.000433333333333334,0.000430823011983993,1,1,4
"CovidHub-baseline",2026-09-12,1,1,0.000457335967004235,0.000454576924485778,1,1,5e-04,0.000497166193890473,1,1,4
"CovidHub-baseline",2026-09-19,1,1,0.000477309565217391,0.000474568209006066,1,1,8e-04,0.000795544990247315,0,1,4
"CovidHub-ensemble",2026-08-29,0.647610036014326,0.64677327677869,0.000524824674301225,0.000521378161977272,0.582557436373335,0.582216114021542,0.000722507031279872,0.000718094556099623,0.75,1,4
"CovidHub-ensemble",2026-09-05,1.17526920650548,1.17478587307511,0.000576144580319531,0.000572436485316936,2.25488693215657,2.25381087216781,0.000977117670601181,0.000970993588389607,0.333333333333333,1,4
"CovidHub-ensemble",2026-09-12,0.76080234922062,0.760861766701661,0.000347942278079906,0.000345870201866057,1.0210305585119,1.02101996171337,0.000510515279255951,0.000507616608251232,0.5,1,4
"CovidHub-ensemble",2026-09-19,0.3921663756835,0.392275289970379,0.000187184762270371,0.000186161381798578,0.299015011518943,0.29909839552249,0.000239212009215155,0.000237946230148927,1,1,4
"UGA_flucast-INFLAenza",2026-08-29,0.515414673762053,0.515107806668578,0.000392530128585928,0.000390223314439355,0.429204300450542,0.429070611701391,0.000458168923892255,0.000455476021179914,1,1,4
"UGA_flucast-INFLAenza",2026-09-05,0.72621413443156,0.726110688414427,0.000356007232545689,0.000353811073109868,0.637661222039609,0.637728253989749,0.000276319862883831,0.000274748007211157,1,1,4
"UGA_flucast-INFLAenza",2026-09-19,0.71014137571727,0.710183232859866,0.00033895727128649,0.000337030384884445,0.675776600283053,0.67586374513934,0.000540621280226443,0.00053768001653539,1,1,4
