"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-PyrenewHEW_COVID",2025-06-28,0.000317391082220832,0.000500098385295792,0.5,0.931818181818182,45
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-05,0.000526976557397849,0.000815935158856447,0.352272727272727,0.863636363636364,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-12,0.000608296447474079,0.000914800652410503,0.522727272727273,0.920454545454545,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-19,0.000619656874965955,0.000947827541463548,0.454545454545455,0.931818181818182,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-26,0.000754381275819226,0.00120426834168451,0.409090909090909,0.931818181818182,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-02,0.000939908890119599,0.00147468052560877,0.404494382022472,0.865168539325843,91
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-09,0.000915966012897097,0.00146279595662677,0.472527472527473,0.956043956043956,93
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-16,0.00112011687500694,0.00171162451285951,0.483516483516484,0.967032967032967,93
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-23,0.00115496472476711,0.00173249591800511,0.549450549450549,0.923076923076923,93
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-30,0.00133712409839732,0.00203203009625732,0.554347826086957,0.923913043478261,94
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-06,0.00162395851292074,0.00249538273260333,0.466666666666667,0.911111111111111,92
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-13,0.00135749636715725,0.00212709182612156,0.51685393258427,0.943820224719101,91
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-20,0.00123400922789622,0.00189629666246622,0.483516483516484,0.934065934065934,93
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-27,0.0011192440690946,0.00176927290952269,0.415730337078652,0.898876404494382,91
"CFA_Pyrenew-PyrenewHEW_COVID",2025-10-04,0.000880776457081704,0.00143236261896559,0.372093023255814,0.976744186046512,44
"CFA_Pyrenew-PyrenewHEW_COVID",2025-11-22,0.000398961876804056,0.000592776865174839,0.558139534883721,0.906976744186046,44
"CFA_Pyrenew-PyrenewHEW_COVID",2025-11-29,0.000632713689563239,0.000925228523997842,0.534883720930233,0.918604651162791,88
"CFA_Pyrenew-PyrenewHEW_COVID",2025-12-06,0.000635717806226617,0.00101458015369723,0.470588235294118,0.976470588235294,87
"CFA_Pyrenew-PyrenewHEW_COVID",2025-12-13,0.00061611954398005,0.000974026962081721,0.541176470588235,0.964705882352941,87
"CFA_Pyrenew-PyrenewHEW_COVID",2025-12-20,0.0012470969167038,0.00206583347355668,0.27906976744186,0.930232558139535,44
"CFA_Pyrenew-Pyrenew_E_COVID",2025-06-21,0.000394250920408006,0.000622851537642371,0.36734693877551,0.836734693877551,50
"CFA_Pyrenew-Pyrenew_E_COVID",2025-06-28,0.000464968895579445,0.000741357295982931,0.438775510204082,0.918367346938776,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-07-05,0.00050009256638991,0.00079693098907501,0.316326530612245,0.897959183673469,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-07-12,0.000601599327457668,0.000936608418162884,0.448979591836735,0.928571428571429,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-07-19,0.000541890557118125,0.000858175500367288,0.428571428571429,0.938775510204082,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-07-26,0.000673898835526855,0.00107106133548956,0.377551020408163,0.918367346938776,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-08-02,0.000916040333537151,0.00141962462777568,0.346938775510204,0.836734693877551,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-08-09,0.000863891837798947,0.00138066016289631,0.428571428571429,0.938775510204082,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-08-16,0.00102332807059782,0.00163602659735533,0.428571428571429,0.938775510204082,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-08-23,0.00105931403856176,0.00166139873786598,0.520408163265306,0.948979591836735,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-08-30,0.00116262366534989,0.00176467665981077,0.561224489795918,0.948979591836735,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-09-06,0.00146551302310875,0.00223332871489663,0.530612244897959,0.918367346938776,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-09-13,0.00117619197007307,0.0018559224948091,0.530612244897959,0.959183673469388,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-09-20,0.00115056916516808,0.00176406179008323,0.469387755102041,0.928571428571429,100
"CFA_Pyrenew-Pyrenew_E_COVID",2025-09-27,0.0010296308107345,0.00162336332896246,0.410526315789474,0.91578947368421,97
"CFA_Pyrenew-Pyrenew_E_COVID",2025-10-04,0.000844466256359208,0.00139104417800824,0.478260869565217,0.978260869565217,47
"CFA_Pyrenew-Pyrenew_E_COVID",2025-11-22,0.000383842533699374,0.000574857193921026,0.652173913043478,0.934782608695652,47
"CFA_Pyrenew-Pyrenew_E_COVID",2025-11-29,0.000626055641528875,0.000949386978523963,0.565217391304348,0.91304347826087,94
