"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid",0,0.872458832824119,0.73829262133194,519.576692350028,0.087542760013698,1.09440024866401,1.11164224984582,859.354430379747,0.139057858865236,0.506329113924051,0.962025316455696,80
"CEPH-Rtrend_covid",1,0.928051298386376,0.766028216914146,806.94273690078,0.13717521538243,1.22726422267757,1.24902602233673,1300.01282051282,0.216300719709771,0.538461538461538,1,80
"CEPH-Rtrend_covid",2,0.960242655712437,0.819212018914035,1115.61333709768,0.196391319738023,1.26668348804841,1.33236197441235,1864.76623376623,0.317725060731248,0.506493506493506,0.974025974025974,80
"CEPH-Rtrend_covid",3,1.00025954546248,0.87940157688627,1428.7150228833,0.2632490840191,1.25665374946,1.36364952790672,2388.19736842105,0.429399651474617,0.526315789473684,0.947368421052632,80
"CFA-EpiAutoGP",0,1.06488026151614,0.781388324348677,454.068979693544,0.0839865167543226,1.27547794921335,1.2150690754941,676.465418181818,0.124723863626702,0.424242424242424,0.848484848484849,33
"CFA-EpiAutoGP",1,1.1428715890753,0.816108198352019,827.598956608037,0.15137362944946,1.35925943723471,1.28426979668853,1179.67938181818,0.21837869903399,0.333333333333333,0.757575757575758,33
"CFA-EpiAutoGP",2,1.18782418858619,0.838363310633777,1156.65161855665,0.214819260037763,1.33295435194994,1.27602601105253,1649.11980909091,0.318865112251505,0.303030303030303,0.727272727272727,33
"CFA-EpiAutoGP",3,1.22616473741852,0.841780370388765,1446.9796428805,0.274723091821883,1.32381059299445,1.20244115881147,2132.79248030303,0.413901195035801,0.303030303030303,0.757575757575758,33
"CFA_Pyrenew-Pyrenew_HE_COVID",0,0.63062686152625,0.520898051753793,300.248174172615,0.0678918036321338,0.744238324135544,0.769020111224677,470.440298507463,0.10719104661535,0.358208955223881,0.880597014925373,68
"CFA_Pyrenew-Pyrenew_HE_COVID",1,0.68334185898774,0.518424653841114,483.481371146245,0.0997023686742021,0.84220989677016,0.813541945724637,728.886363636364,0.15318640202596,0.439393939393939,0.878787878787879,68
"CFA_Pyrenew-Pyrenew_H_COVID",0,1.3144173965893,1.1346068614697,654.442507902468,0.128954761348583,1.52565421113157,1.61718431224857,1019.29054054054,0.198521780143877,0.0675675675675676,0.702702702702703,75
"CFA_Pyrenew-Pyrenew_H_COVID",1,1.24517941397579,1.06987463701647,893.761239934485,0.186651361208378,1.57947612028479,1.69708398601867,1431.71917808219,0.29689635820618,0.246575342465753,0.794520547945205,75
