"model_id","reference_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble",2025-12-27,0.271110931870141,18.4821559252899,0.285328746287553,26.6975348382797,0.75,1,4
"CADPH-CovidCAT_Ensemble",2026-01-03,0.401875878914157,21.6665594224173,0.474389706468147,35.6730665743963,0.666666666666667,1,4
"CADPH-CovidCAT_Ensemble",2026-01-10,3.05367864836255,91.1445799333229,3.20689368849227,141.99716455448,0,0.5,4
"CADPH-CovidCAT_Ensemble",2026-01-17,1.14431110606103,36.5994725142828,1.14735262071611,59.011770887022,0,1,4
"CEPH-Rtrend_covid",2025-12-27,0.809047946855237,31.844389632107,0.833135568826041,48.0817307692308,0.4375,0.807692307692308,208
"CEPH-Rtrend_covid",2026-01-03,1.08125855586387,26.9298801560758,1.13591388066293,41.3589743589744,0.429487179487179,0.846153846153846,208
"CEPH-Rtrend_covid",2026-01-10,1.45016070292676,28.4760451505017,1.4924374771658,43.8076923076923,0.298076923076923,0.75,208
"CEPH-Rtrend_covid",2026-01-17,1.25265534480061,27.2032859531773,1.20923096353656,39.4423076923077,0.153846153846154,0.5,208
"CFA-EpiAutoGP",2025-12-27,0.684876103946643,26.4552014447186,0.74960963195642,41.4995538104167,0.46875,0.916666666666667,192
"CFA-EpiAutoGP",2026-01-10,2.23351773693114,42.6778877213705,2.33350189367963,67.0956199354167,0.229166666666667,0.833333333333333,192
"CFA-EpiAutoGP",2026-01-17,1.77326078958919,37.8146332335503,1.72886460297408,56.02839405625,0.1875,0.645833333333333,192
"CFA_Pyrenew-Pyrenew_HE_COVID",2025-12-27,0.300505183409969,13.3945515217391,0.321546443054194,21.1722222222222,0.466666666666667,0.977777777777778,90
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-01-03,1.03596841829159,21.9626197271045,1.14911705080511,34.8085106382979,0.414893617021277,0.904255319148936,94
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-01-10,1.05566756453429,22.4643369782609,1.07990984810948,35.24,0.43,0.89,100
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-01-17,0.68048285663612,16.1907980434783,0.693760577426551,25.03,0.32,0.86,100
"CFA_Pyrenew-Pyrenew_H_COVID",2025-12-27,0.710210702620238,31.2197743856333,0.798595579030288,50.2065217391304,0.326086956521739,0.91304347826087,92
"CFA_Pyrenew-Pyrenew_H_COVID",2026-01-03,0.99144263851479,23.0953897871377,1.06450332361391,36.2447916666667,0.5,0.96875,96
"CFA_Pyrenew-Pyrenew_H_COVID",2026-01-10,2.45962546162233,54.8177257246377,2.46902737885557,84.25,0.274509803921569,0.784313725490196,102
"CFA_Pyrenew-Pyrenew_H_COVID",2026-01-17,0.984260963716635,23.0544696078431,1.0183298103638,35.9705882352941,0.333333333333333,0.843137254901961,102
"CMU-TimeSeries",2025-12-27,0.702395148487365,26.3826646831314,0.770330728514085,41.4251787107274,0.418269230769231,0.942307692307692,208
"CMU-TimeSeries",2026-01-03,0.995773176505942,25.2299064111147,1.10996271465906,41.6187881995578,0.429487179487179,0.961538461538462,208
"CMU-TimeSeries",2026-01-10,1.38919460885029,27.0355155840593,1.47883615359905,43.2793314648407,0.307692307692308,0.903846153846154,208
"CMU-TimeSeries",2026-01-17,2.06799189638351,44.0787740508621,2.24537145382146,72.2591175697799,0.134615384615385,0.769230769230769,208
"CovidHub-baseline",2025-12-27,1,39.4421297346892,1,58.2019230769231,0.350961538461538,0.822115384615385,208
"CovidHub-baseline",2026-01-03,1,24.396440569935,1,37.0128205128205,0.448717948717949,0.935897435897436,208
"CovidHub-baseline",2026-01-10,1,20.0396646982436,1,31,0.442307692307692,0.942307692307692,208
"CovidHub-baseline",2026-01-17,1,22.2709064799331,1,33.75,0.25,0.884615384615385,208
"CovidHub-ensemble",2025-12-27,0.67995978973596,26.1928414880699,0.75022558859629,41.6487799768894,0.399038461538462,0.899038461538462,208
"CovidHub-ensemble",2026-01-03,0.840839532927383,20.7186819545754,0.942272689482753,33.8184875718572,0.474358974358974,0.948717948717949,208
"CovidHub-ensemble",2026-01-10,1.36137156508345,26.6190847691443,1.48760731071103,43.5461608870806,0.326923076923077,0.884615384615385,208
"CovidHub-ensemble",2026-01-17,1.38474897632708,30.0372649455044,1.45727730469625,47.4532120348334,0.192307692307692,0.788461538461538,208
"Google_SAI-Ensemble",2025-12-27,0.627183667612568,23.4616714046823,0.6835787721263,37.325,0.379807692307692,0.923076923076923,208
"Google_SAI-Ensemble",2026-01-03,0.839536430880776,19.6604319955407,0.913427190255795,31.201282051282,0.429487179487179,0.903846153846154,208
"Google_SAI-Ensemble",2026-01-10,0.914261494190695,17.4267602027592,0.934138281427791,26.5778846153846,0.471153846153846,0.875,208
"Google_SAI-Ensemble",2026-01-17,0.8498981190512,18.2298281075808,0.883155100892897,28.4861111111111,0.307692307692308,0.807692307692308,208
"NEU_ISI-AdaptiveEnsemble",2025-12-27,0.659774154093244,27.9307087862319,0.67355017465785,41.625,0.260416666666667,0.692708333333333,192
"NEU_ISI-AdaptiveEnsemble",2026-01-03,0.947374505760095,25.0694714407502,0.983034931889711,37.9084967320261,0.372549019607843,0.738562091503268,204
"NEU_ISI-AdaptiveEnsemble",2026-01-10,1.66090211464877,35.6034605146406,1.65733612138617,53.1836734693878,0.153061224489796,0.540816326530612,196
"NEU_ISI-AdaptiveEnsemble",2026-01-17,1.65754051326744,37.8438704177323,1.62383747423854,55.2352941176471,0.156862745098039,0.509803921568627,204
"OHT_JHU-nbxd",2025-12-27,1.22253447153397,44.0872618729097,1.262098268465,66.2811057692308,0.259615384615385,0.653846153846154,208
"OHT_JHU-nbxd",2026-01-03,2.04409824471653,46.0145878205128,2.07184408413,67.9969230769231,0.224358974358974,0.666666666666667,208
