"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble",0.550249163651628,20.7658012495496,0.632263146095784,34.118060902607,0.6,1,20
"CEPH-Rtrend_covid",0.850862507830763,13.1659172240803,0.835179078208118,19.7173076923077,0.530769230769231,0.9,1040
"CFA-EpiAutoGP",1.23640118280339,19.0573534045655,1.30224198469311,29.5799415912708,0.4125,0.9125,960
"CFA_Pyrenew-Pyrenew_HE_COVID",0.757225848060023,10.1045726690123,0.804095683133683,15.7167630057803,0.523121387283237,0.945086705202312,496
"CFA_Pyrenew-Pyrenew_H_COVID",1.09963593699849,14.4592795305339,1.14462225026774,22.0569800569801,0.555555555555556,0.968660968660969,502
"CMU-TimeSeries",0.774117470919481,11.6813062194659,0.766617604174518,17.0652621435656,0.492307692307692,0.915384615384615,1040
"CovidHub-baseline",1,15.3902614109382,1,23.2192307692308,0.594230769230769,0.980769230769231,1040
"CovidHub-ensemble",0.739779901194653,11.1427163816016,0.759039567318517,16.8553661820046,0.546153846153846,0.953846153846154,1040
"Google_SAI-Ensemble",0.70841801470053,10.496436156459,0.73266960078462,16.0947115384615,0.423076923076923,0.928846153846154,1040
"NEU_ISI-AdaptiveEnsemble",0.799286099414584,11.8250937938289,0.816311505541318,17.8649193548387,0.449596774193548,0.836693548387097,992
"OHT_JHU-nbxd",0.896820067736227,13.2885122491639,0.952500409047329,20.7969615384615,0.363461538461538,0.830769230769231,1040
"UGA_flucast-INFLAenza",0.702225167790987,10.7579914924749,0.717700577677641,16.2,0.538461538461538,0.948076923076923,1040
"UM-DeepOutbreak",1.26405643505118,18.7765330048091,1.34336354776485,29.0377334926926,0.659615384615385,0.978846153846154,1040
"UMass-ar6_pooled",1.05141026968087,15.9310645789824,1.09339443426917,24.3700487223974,0.551923076923077,0.969230769230769,1040
"UMass-gbqr",0.88906969107912,13.0491567614703,0.952288059925774,20.5256240453356,0.417307692307692,0.909615384615385,1040
