"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_COVID",0,0.334312003668975,0.333746830764961,0.000210220444680977,0.000208552502430265,0.381295891125087,0.38114273577848,0.000298591833049337,0.000296301378415084,0.396551724137931,0.844827586206897,58
"CFA_Pyrenew-Pyrenew_E_COVID",1,0.49663266944973,0.495923243804377,0.000527947343356232,0.000523510053510919,0.535938418080715,0.535520396419127,0.000781615814655848,0.000775056286400528,0.473684210526316,0.929824561403509,58
"CFA_Pyrenew-Pyrenew_E_COVID",2,1.47821863798798,1.47417723404493,0.00146872012993854,0.00145737506259052,1.84902426263847,1.84445789721219,0.00209364801889664,0.0020773339738919,0.5,0.5,4
"CFA_Pyrenew-Pyrenew_HE_COVID",0,0.323290871984053,0.322799322978319,0.000200627203438269,0.000199050266003634,0.375265719007057,0.375179150630786,0.000292431939484072,0.000290210716416051,0.421052631578947,0.87719298245614,57
"CFA_Pyrenew-Pyrenew_HE_COVID",1,0.490262617591419,0.489617781348063,0.000525919692850433,0.000521507993010925,0.522885546960274,0.522576939426282,0.000769782626364001,0.000763377282886368,0.464285714285714,0.910714285714286,57
"CFA_Pyrenew-Pyrenew_HE_COVID",2,0.904754178560246,0.902798277550786,0.00090775013859383,0.000901251711333754,1.14956230664448,1.14750323270037,0.00129968983222707,0.00129042846931088,0.5,1,4
"CMU-TimeSeries",0,0.956197971718322,0.953743439042533,0.000912106358469625,0.000904469173663479,0.954199674066774,0.954493645892518,0.00104355236825389,0.0010362099429425,0.578947368421053,0.964912280701754,58
"CMU-TimeSeries",1,0.906256365907312,0.904505161808667,0.00117923428947549,0.00116944959286534,0.917905787421293,0.918156151063588,0.00152758467084589,0.00151692907853256,0.446428571428571,0.946428571428571,58
"CMU-TimeSeries",2,0.801446404466564,0.800317834433006,0.00141846372284961,0.00140718268980882,0.833652888870837,0.833591397730266,0.00197293002005917,0.00195961053617773,0.309090909090909,0.963636363636364,58
"CMU-TimeSeries",3,0.836073716467854,0.834953563527398,0.00167568235375144,0.00166248372348566,0.857307298877376,0.857209181391674,0.00244258700292746,0.00242581141101815,0.277777777777778,0.888888888888889,58
"CovidHub-baseline",0,1,1,0.000524054034224271,0.000520720744568656,1,1,0.000714285714285714,0.000709207374093576,0.696428571428571,1,57
"CovidHub-baseline",1,1,1,0.00094278128850581,0.000936302386727869,1,1,0.00138363636363636,0.00137344322365606,0.709090909090909,1,57
"CovidHub-baseline",2,1,1,0.00130038124898121,0.00129126358061623,1,1,0.00201666666666667,0.00200202902246712,0.685185185185185,1,57
"CovidHub-baseline",3,1,1,0.00160817969537624,0.00159688792363061,1,1,0.00253207547169811,0.0025142732378934,0.622641509433962,0.943396226415094,57
"CovidHub-ensemble",0,0.525287326494656,0.524566296286807,0.000162106290756316,0.000161399581770794,0.515810182654619,0.515759106971595,0.000196669743934285,0.000195839927923592,0.8,1,36
"CovidHub-ensemble",1,0.461472645491365,0.460966422919371,0.000238394977940637,0.00023735205203807,0.434055881099163,0.433851051901158,0.000292489447801915,0.000291238250230598,0.852941176470588,1,36
"CovidHub-ensemble",2,0.536318261898663,0.535709743990585,0.000352312036956901,0.000350869310819859,0.56854511819598,0.568234162112675,0.000515180690944107,0.000513270082594755,0.666666666666667,1,36
"CovidHub-ensemble",3,0.555481379561553,0.555129889987581,0.000460028752039125,0.000458236596670484,0.601170672603171,0.601020743273683,0.000721788785619049,0.00071921979885413,0.5,1,36
"UGA_flucast-INFLAenza",0,0.552443396177886,0.552249427441941,0.000291782968929542,0.000289758328009022,0.510169711124575,0.510117282324789,0.000360275075384603,0.000357613063551686,0.877551020408163,1,50
"UGA_flucast-INFLAenza",1,0.428287508284811,0.428046999224985,0.000411450635086302,0.000408296326698381,0.41962018023103,0.419235516493225,0.000585064188388809,0.000580065632477533,0.877551020408163,1,50
"UGA_flucast-INFLAenza",2,0.304192230391321,0.303957848227665,0.000517454905337636,0.000513358336848817,0.127825714032461,0.127705925302403,0.000757732328151521,0.000751140667511933,0.791666666666667,1,50
"UGA_flucast-INFLAenza",3,0.362628498149989,0.36244862356928,0.000612980996899193,0.000608169795760536,0.345366544774657,0.345057076936523,0.000927494261623149,0.000919812843778346,0.765957446808511,0.978723404255319,50
