"model_id","reference_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-PyrenewHEW_COVID",2025-06-28,0.000465598068772567,0.000719294182954946,0.420454545454545,0.897727272727273,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-12,0.000613411966588134,0.000943075435277386,0.522727272727273,0.943181818181818,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-05,0.000605488289831155,0.00093169519794866,0.420454545454545,0.886363636363636,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-19,0.000671128861516984,0.0010529341010427,0.409090909090909,0.943181818181818,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-07-26,0.000920301731682926,0.00146446474930328,0.352272727272727,0.886363636363636,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-09,0.000999746218672218,0.00155978811727211,0.489130434782609,0.967391304347826,94
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-02,0.000929286518916583,0.00145026163758709,0.477777777777778,0.888888888888889,92
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-30,0.00154652795125032,0.00243551169716541,0.445652173913043,0.945652173913043,94
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-23,0.00125582297137892,0.00188159502699658,0.576086956521739,0.902173913043478,94
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-06,0.00155748266685026,0.00237225022175655,0.477272727272727,0.897727272727273,90
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-13,0.00113522955830358,0.00177190562746285,0.555555555555556,0.955555555555556,92
"CFA_Pyrenew-PyrenewHEW_COVID",2025-08-16,0.00119368014773023,0.00180751881881735,0.522222222222222,0.955555555555556,92
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-20,0.00123458960966673,0.00187902380711496,0.434782608695652,0.902173913043478,94
"CFA_Pyrenew-PyrenewHEW_COVID",2025-09-27,0.000773900623340147,0.00127629762163991,0.395348837209302,0.941860465116279,88
"CFA_Pyrenew-PyrenewHEW_COVID",2025-11-22,0.000571939850333709,0.000826347199215317,0.593023255813954,0.930232558139535,88
"CFA_Pyrenew-PyrenewHEW_COVID",2025-12-06,0.000606469427528131,0.000979958250989048,0.535714285714286,1,86
"CFA_Pyrenew-Pyrenew_E_COVID",2025-06-21,0.000509666900310105,0.000811326081772909,0.36734693877551,0.857142857142857,100
"CFA_Pyrenew-PyrenewHEW_COVID",2025-12-13,0.000865023363289975,0.00140843048728856,0.406976744186047,0.930232558139535,88
