"model_id","location","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid","US",0.954749176159187,1276.67591567852,1.21810308499498,2140.96464646465,0.388888888888889,0.95959595959596,224
"CFA-EpiAutoGP","US",1.07613585607005,1436.64593849676,1.19926323374908,2064.30166382979,0.297872340425532,0.765957446808511,72
"CFA_Pyrenew-Pyrenew_HE_COVID","US",0.624360678520047,527.752541897233,0.728965295934997,812.831168831169,0.376623376623377,0.831168831168831,88
"CFA_Pyrenew-Pyrenew_H_COVID","US",1.12449460550569,969.044413306259,1.31337271798344,1532.34065934066,0.164835164835165,0.725274725274725,102
"CMU-TimeSeries","US",0.932441261292431,1245.78603739605,1.02620372654238,1847.52589473168,0.666666666666667,0.994949494949495,224
"CMU-climate_baseline","US",1.8052244864107,2419.10121502669,2.30165767920567,4174.1979812167,0.464285714285714,1,168
"CovidHub-baseline","US",1,1368.15963099539,1,1837.4702970297,0.5,0.841584158415842,228
"CovidHub-ensemble","US",0.716538262861936,956.667884674511,0.883818803431397,1565.91525417574,0.5,0.96039603960396,228
"Google_SAI-Ensemble","US",1.0020888454714,725.663462258093,1.01089154187884,918.046890132142,0.1875,0.46875,32
"JHU_CSSE-CSSE_Ensemble","US",0.792485204502862,1058.37297317253,0.913837969450984,1623.31591365688,0.703125,1,64
"MOBS-GLEAM_COVID","US",1.41153608836339,1635.20875770615,1.63554482396384,2461.24943965517,0.155172413793103,0.689655172413793,116
"Metaculus-cp","US",0.969497815129711,1395.43236155873,0.93674135299091,1833.8230451512,0.65,1,40
"NEU_ISI-AdaptiveEnsemble","US",0.730500357798255,1049.53654375344,0.871341750274105,1690.07594936709,0.348101265822785,0.860759493670886,176
"OHT_JHU-nbxd","US",0.808771656997038,1073.19982076209,0.944587566406742,1668.00286516854,0.52247191011236,0.932584269662921,204
"UGA_flucast-INFLAenza","US",0.59965475400497,616.495429648829,0.727665651119915,1005.65,0.384615384615385,0.930769230769231,156
"UM-DeepOutbreak","US",1.21715165158341,1606.39845060838,1.21399802833645,2141.63856679248,0.661538461538462,0.938461538461538,152
"UMass-ar6_pooled","US",0.787760267020936,1047.65148976085,0.895254432888719,1592.84730174098,0.488505747126437,0.890804597701149,199
"UMass-gbqr","US",1.00258077920694,1340.11698809149,1.12590435636681,1973.5895069226,0.252873563218391,0.839080459770115,199
