"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-PyrenewHEW_COVID","01",0.624360375702546,0.622114340873723,0.00129840336166954,0.00127684154015134,0.669192642085671,0.66718854916405,0.00200194841685795,0.00196884288739589,0.5,0.861111111111111,36
"CFA_Pyrenew-PyrenewHEW_COVID","02",0.765493744645293,0.765304142284857,0.000826797514319205,0.000819935736651239,0.79410637465411,0.794282299881884,0.00113934773367047,0.00113035071052673,0.666666666666667,1,36
"CFA_Pyrenew-PyrenewHEW_COVID","04",0.557799193596119,0.557989512454843,0.000639252448595481,0.00063398289308855,0.637682171047364,0.638288796352068,0.000985806301398304,0.000977824437495324,0.416666666666667,0.888888888888889,36
"CFA_Pyrenew-PyrenewHEW_COVID","05",0.991897292626137,0.989658675724451,0.00161219148335624,0.0015936330170685,1.00908556484691,1.00725658597319,0.00248447249476893,0.00245615886591068,0.535714285714286,0.892857142857143,28
"CFA_Pyrenew-PyrenewHEW_COVID","06",0.359565017255965,0.359441110612775,0.000592502828956897,0.000583632191013334,0.429267673939506,0.429569820098905,0.000946326141187471,0.000932344666062161,0.611111111111111,0.972222222222222,36
"CFA_Pyrenew-PyrenewHEW_COVID","08",0.575961409474171,0.575893538301478,0.000490124150540403,0.000486742336111632,0.578029789810721,0.578213369156896,0.000726515836031753,0.000721576062652672,0.527777777777778,0.972222222222222,36
"CFA_Pyrenew-PyrenewHEW_COVID","09",1.49914470383741,1.50097887714581,0.0019260230180893,0.00191181993920705,1.49099356027122,1.49358881418438,0.00280492382782552,0.00278452564646791,0.0277777777777778,0.416666666666667,36
"CFA_Pyrenew-PyrenewHEW_COVID","10",0.8086744552213,0.808172058895536,0.000980433659562203,0.000973225389702711,0.867409945539572,0.867287199583674,0.00155422395522502,0.00154311015856141,0.416666666666667,0.916666666666667,36
"CFA_Pyrenew-PyrenewHEW_COVID","11",1.38847449022901,1.38737721544302,0.00207252883130874,0.00205447737699868,1.15904860266489,1.15827491899565,0.00279972038772272,0.00277528431689644,0.3125,0.6875,32
"CFA_Pyrenew-PyrenewHEW_COVID","12",0.46222576630826,0.461741722179331,0.00110716609946816,0.00108500135342931,0.54819499265987,0.548473825294465,0.00179087702752711,0.00175518008571189,0.305555555555556,0.888888888888889,36
"CFA_Pyrenew-PyrenewHEW_COVID","13",0.520061423379665,0.519499358983833,0.00108033872174671,0.00106705576541546,0.60609746667086,0.605620777012376,0.00183788419187056,0.00181594718130916,0.25,0.958333333333333,24
"CFA_Pyrenew-PyrenewHEW_COVID","15",0.550344892380522,0.550613160807561,0.0017354471781528,0.0016997747499371,0.621331521395599,0.622489865941277,0.00266045455514969,0.00260569409037784,0.583333333333333,0.916666666666667,36
"CFA_Pyrenew-PyrenewHEW_COVID","16",0.751429080296688,0.751391869337463,0.000900338135794247,0.000892463759208188,0.902431031219772,0.902710221548323,0.00147427679102733,0.00146143087777201,0.444444444444444,0.972222222222222,36
"CFA_Pyrenew-PyrenewHEW_COVID","17",0.695963646011348,0.69491317311871,0.000774282336376806,0.000768485899484595,0.754031818230703,0.753243152627252,0.00124235968429105,0.00123327930057631,0.366666666666667,0.9,30
"CFA_Pyrenew-PyrenewHEW_COVID","18",0.580938590752726,0.580284068841308,0.000595869347303649,0.000591558072918563,0.56645353600734,0.566239748453143,0.000906037121257634,0.000899745270919757,0.583333333333333,1,36
"CFA_Pyrenew-PyrenewHEW_COVID","19",0.726332803064703,0.725624166300173,0.000859590902818903,0.000853021870652527,0.681838884741058,0.681389595724847,0.00128895842970477,0.0012793844473872,0.527777777777778,0.944444444444444,36
"CFA_Pyrenew-PyrenewHEW_COVID","20",0.583148725561269,0.582546155576518,0.000571386846816741,0.000567570069891505,0.657375764980448,0.657073726197399,0.000978540334710998,0.000972133634150493,0.555555555555556,1,36
"CFA_Pyrenew-PyrenewHEW_COVID","21",0.506188330150443,0.50607745941688,0.000641533009831771,0.000635932886868894,0.512072151066561,0.512374954482805,0.00100328026658967,0.000995058861675019,0.5,0.944444444444444,36
"CFA_Pyrenew-PyrenewHEW_COVID","22",0.431474111262911,0.431975312456365,0.00132793367222443,0.00130243161731359,0.486064471097416,0.486850819590167,0.00204890693582476,0.00200987438221031,0.416666666666667,0.944444444444444,36
"CFA_Pyrenew-PyrenewHEW_COVID","23",0.841977196278724,0.841432075359236,0.000766613932568128,0.000763027766576733,0.920502130868213,0.92019197877393,0.00115742021373557,0.00115201616673634,0.444444444444444,0.888888888888889,36
"CFA_Pyrenew-PyrenewHEW_COVID","24",0.549361058924957,0.549004919960169,0.000616466803393658,0.000610414319690446,0.595899306198537,0.595913225986603,0.000978245422352762,0.000968867096626518,0.527777777777778,1,36
"CFA_Pyrenew-PyrenewHEW_COVID","25",0.6088935117745,0.608484889233096,0.000636164438094072,0.000631530826378834,0.670291804546478,0.670309453467158,0.00100507954859594,0.000997989483093718,0.527777777777778,1,36
"CFA_Pyrenew-PyrenewHEW_COVID","26",0.544112097115,0.543784057919996,0.000603802348365965,0.000600148733142969,0.577648301997102,0.577676245753917,0.000974702707807727,0.000968881778476607,0.352941176470588,0.970588235294118,34
"CFA_Pyrenew-PyrenewHEW_COVID","27",0.780456662321219,0.77989574394275,0.000730711373457722,0.000725904273484575,0.846886852780562,0.846738116385319,0.00118356463952651,0.00117587888131365,0.416666666666667,0.972222222222222,36
"CFA_Pyrenew-PyrenewHEW_COVID","28",0.827917304163401,0.826682719062948,0.00167744571793254,0.00165317105650317,0.954876303031977,0.953857715098327,0.00273769523301301,0.00269892586355117,0.333333333333333,0.916666666666667,36
"CFA_Pyrenew-PyrenewHEW_COVID","29",0.819992374574749,0.820230659682078,0.000809293848837116,0.0008037925415111,0.814723410257907,0.81478249437066,0.00118392400422814,0.00117568367889583,0.555555555555556,0.888888888888889,36
"CFA_Pyrenew-PyrenewHEW_COVID","30",0.779283464548281,0.779193077216323,0.000891498613472549,0.000886206406037822,0.881420737716069,0.881576055204061,0.00145224932780371,0.00144392592028235,0.444444444444444,0.972222222222222,36
"CFA_Pyrenew-PyrenewHEW_COVID","31",0.791515883373706,0.790509052411591,0.000671749904668118,0.000667919522537774,0.897536233888147,0.896637357523927,0.0010664877021519,0.00106061173549894,0.472222222222222,0.972222222222222,36
"CFA_Pyrenew-PyrenewHEW_COVID","32",0.638850824776505,0.639205456755554,0.000865141995002881,0.000858099865184335,0.725939305195862,0.72658070214382,0.00136878627478563,0.00135803567283093,0.388888888888889,0.861111111111111,36
